<DTYYYYMMDD>,<Ticker>,<Open>,<High>,<Low>,<Close>,<Volume>
2021-01-04,VNM,82.6699,82.7453,82.1424,82.3751,2299600
2021-01-04,VSC,12.1054,12.3685,11.9519,12.369,237400
2021-01-04,VHM,67.0488,68.4487,66.2383,67.7913,3077500
2021-01-04,VCB,42.6594,43.4429,42.3547,43.0964,855900
2021-01-04,REE,22.9317,23.3714,22.7698,23.2795,659500
2021-01-04,PNJ,36.4142,36.6823,36.0121,36.5106,743400
2021-01-04,POW,11.4884,11.8603,11.3644,11.6539,13808900
2021-01-04,MSN,74.5108,74.5108,72.7913,72.7978,1915700
2021-01-04,MWG,52.9385,53.4258,52.8499,53.4259,1147400
2021-01-04,TCB,14.8032,15.4508,14.7569,15.2677,18607800
2021-01-04,HSG,12.2652,12.6937,12.1581,12.694,10424300
2021-01-04,CMG,16.2336,17.0026,16.2336,16.8337,233400
2021-01-04,FPT,25.4075,25.6633,25.2796,25.6666,2151300
2021-01-04,GMD,24.3837,25.1226,24.2359,24.4588,4226500
2021-01-04,HPG,15.8004,16.1766,15.6687,15.9171,15832600
2021-01-04,NLG,22.5792,22.9248,22.5024,22.8494,1146500
2021-01-04,SSI,13.976,14.0165,13.6924,13.6956,9011500
2021-01-04,HCM,11.7979,11.7979,11.4035,11.4754,4219300
2021-01-05,VSC,12.3905,12.3905,11.9519,12.369,64000
2021-01-05,VNM,82.8293,85.1872,82.449,84.281,4013900
2021-01-05,VCB,43.0947,43.7912,43.0947,43.227,739200
2021-01-05,VHM,67.6382,70.7328,67.4172,70.444,2853200
2021-01-05,TCB,15.1502,15.4277,15.0576,15.2909,14280100
2021-01-05,SSI,13.4696,13.8139,13.4088,13.6753,8624800
2021-01-05,REE,23.14,23.3714,23.0937,23.2333,362700
2021-01-05,POW,11.5297,11.9016,11.4884,11.7366,9595700
2021-01-05,PNJ,36.1908,36.5482,36.0121,36.3318,534700
2021-01-05,MSN,72.8732,73.692,72.1363,73.1254,1274800
2021-01-05,HCM,11.3318,11.5111,11.2959,11.332,4315200
2021-01-05,GMD,24.4576,25.4551,24.199,24.9761,4851900
2021-01-05,FPT,25.578,27.0701,25.4927,26.7325,2332200
2021-01-05,CMG,17.0026,17.1307,16.6608,16.7482,181500
2021-01-05,HPG,15.7252,16.1014,15.6875,15.9359,18634100
2021-01-05,NLG,22.6176,22.8864,22.6176,22.8878,1154300
2021-01-05,MWG,53.16,54.3118,52.9828,54.0018,967500
2021-01-05,HSG,12.7741,13.1758,12.6937,12.7476,7315100
2021-01-06,REE,23.2788,23.6028,22.9549,23.1407,456500
2021-01-06,VSC,12.2808,12.5001,12.1273,12.5006,352200
2021-01-06,VHM,71.1749,71.1749,69.4066,69.8545,2838200
2021-01-06,VNM,84.4266,84.6548,83.5139,83.5204,2823100
2021-01-06,VCB,43.3124,46.2289,43.2253,45.7083,2080400
2021-01-06,TCB,15.3583,15.7747,15.2427,15.3603,20222300
2021-01-06,SSI,13.8544,14.1582,13.3683,13.7766,10370000
2021-01-06,PNJ,36.6376,36.727,36.1908,36.2871,721900
2021-01-06,CMG,16.7676,16.789,16.2336,16.4491,118100
2021-01-06,MSN,73.1188,74.5108,72.0544,72.3065,2344400
2021-01-06,MWG,54.489,54.489,53.4701,53.736,995500
2021-01-06,NLG,22.9632,24.4608,22.9632,24.4623,2515300
2021-01-06,HCM,11.4752,11.7083,11.2959,11.332,4942500
2021-01-06,HPG,15.9885,16.2895,15.9133,16.1052,17948600
2021-01-06,HSG,12.9883,12.9883,12.6669,12.694,7086900
2021-01-06,FPT,26.8995,27.1127,26.5585,26.6046,1796000
2021-01-06,GMD,25.2704,25.2704,24.4576,24.6805,3641300
2021-01-06,POW,11.8603,11.9016,11.4057,11.4886,15814800
2021-01-07,TCB,15.6128,16.006,15.4508,16.008,16387200
2021-01-07,SSI,13.976,14.0165,13.5911,13.9387,13783700
2021-01-07,VCB,45.2712,47.2301,45.2712,46.5789,889000
2021-01-07,PNJ,36.2802,36.4589,36.1014,36.4659,582700
2021-01-07,VHM,69.8486,70.0697,68.8171,69.8545,2926400
2021-01-07,VSC,12.5001,12.5878,12.3905,12.4129,98500
2021-01-07,VNM,83.666,84.2745,83.5139,83.9768,2453000
2021-01-07,POW,11.4884,11.7363,11.2817,11.5713,18878300
2021-01-07,REE,23.0937,23.7416,23.0474,23.6035,624000
2021-01-07,MSN,72.3,75.739,72.3,75.3363,3028500
2021-01-07,FPT,26.6864,26.8143,26.388,26.6472,2150200
2021-01-07,HSG,12.6937,13.0686,12.6134,12.9083,7869000
2021-01-07,HPG,16.233,16.2518,15.8945,16.1052,21780700
2021-01-07,CMG,16.4472,16.5113,16.1054,16.2355,127600
2021-01-07,GMD,24.9009,25.4921,24.0143,25.1239,5753700
2021-01-07,NLG,24.4608,25.8816,24.0384,25.6528,1689500
2021-01-07,MWG,53.3815,53.6916,53.0271,53.5145,1118100
2021-01-07,HCM,11.5111,11.5828,11.2959,11.583,4028700
2021-01-08,REE,23.8342,23.8342,23.3714,23.7423,498200
2021-01-08,VSC,12.4124,12.9826,12.4124,12.7638,250200
2021-01-08,VHM,70.3644,71.3222,70.217,71.0334,2187200
2021-01-08,VNM,84.8069,85.8717,84.3505,85.1938,3323000
2021-01-08,VCB,47.0124,47.0124,45.4889,45.6212,963900
2021-01-08,SSI,14.138,14.138,13.5911,13.8374,11401100
2021-01-08,TCB,16.191,16.7693,16.1447,16.5169,16947900
2021-01-08,POW,11.7363,11.7363,11.4057,11.5299,17665900
2021-01-08,NLG,25.728,25.728,24.9984,25.3455,1062100
2021-01-08,MSN,76.1484,77.2947,75.3296,76.2371,2639600
2021-01-08,CMG,16.2336,16.4472,16.1909,16.2782,118300
2021-01-08,HSG,12.8544,13.2025,12.6937,12.9083,7975300
2021-01-08,HPG,16.139,16.2895,16.0261,16.0864,19978500
2021-01-08,PNJ,36.6376,37.0844,36.1014,36.8234,554000
2021-01-08,GMD,25.4182,25.7137,24.7532,25.05,4587500
2021-01-08,FPT,26.8569,27.1553,26.6864,26.9883,2720400
2021-01-08,MWG,53.5144,54.4447,53.5144,53.9575,1277600
2021-01-08,HCM,11.7262,11.9055,11.4752,11.6906,5783900
2021-01-11,REE,23.7416,23.973,23.6028,23.6961,614200
2021-01-11,VHM,72.2064,75.9641,71.9117,75.9704,4512700
2021-01-11,VNM,85.5675,88.2296,85.5675,88.1604,4603900
2021-01-11,VSC,12.7852,13.3115,12.7194,13.2901,148100
2021-01-11,VCB,45.5324,46.0112,45.3147,45.4906,847400
2021-01-11,TCB,16.538,16.7693,16.2835,16.3087,13980300
2021-01-11,SSI,13.8139,13.8544,13.3886,13.5943,13473300
2021-01-11,PNJ,37.0844,37.0844,36.727,36.9575,579000
2021-01-11,CMG,16.2763,17.088,16.2763,16.4491,173600
2021-01-11,MSN,76.3122,78.1954,76.3122,77.056,2553900
2021-01-11,MWG,54.046,55.9952,54.046,55.9067,1504500
2021-01-11,NLG,25.344,27.0336,25.2672,26.4208,2178100
2021-01-11,GMD,25.3443,25.3812,24.827,25.1978,4088600
2021-01-11,HCM,11.7262,11.78,11.3676,11.4395,6534600
2021-01-11,HPG,16.2142,16.2895,16.0261,16.1993,16645100
2021-01-11,HSG,12.9883,13.0954,12.7741,12.9083,4979700
2021-01-11,FPT,27.2406,27.5816,26.9848,27.5852,1972800
2021-01-11,POW,11.6537,12.1082,11.6123,12.0672,14990800
2021-01-12,SSI,13.4493,13.976,13.1658,13.8172,16390400
2021-01-12,TCB,16.191,16.4223,15.9597,16.2393,16418200
2021-01-12,VHM,77.2166,77.2903,75.9641,76.1915,2862600
2021-01-12,REE,23.6954,24.7598,23.6028,24.5754,1089900
2021-01-12,VNM,88.6099,88.762,87.7732,88.4646,2344900
2021-01-12,VSC,13.487,14.2106,13.3773,14.2112,180800
2021-01-12,VCB,45.9677,45.9677,45.3583,45.9695,634900
2021-01-12,PNJ,37.0397,37.0844,36.727,37.0469,561700
2021-01-12,CMG,16.3618,16.6181,16.2336,16.5773,157600
2021-01-12,MSN,77.0491,77.2128,76.2303,76.9741,1830900
2021-01-12,GMD,25.4551,26.859,25.4182,26.8604,7879300
2021-01-12,FPT,27.7095,28.1358,27.2832,28.0542,2435200
2021-01-12,HSG,12.908,13.5507,12.908,13.4439,9559800
2021-01-12,POW,12.1909,12.1909,11.8603,12.0672,10218500
2021-01-12,HCM,11.3318,11.6545,11.1883,11.583,6863400
2021-01-12,NLG,26.496,26.7264,25.728,26.1136,1055700
2021-01-12,MWG,55.9066,55.9952,55.3307,55.9067,1352600
2021-01-12,HPG,16.2518,16.8914,16.139,16.8954,22738800
2021-01-13,REE,24.7598,24.8986,24.297,24.6217,1066600
2021-01-13,VSC,14.9124,14.9124,14.5835,14.5841,130900
2021-01-13,VHM,76.6272,76.7009,73.3853,74.3493,2972500
2021-01-13,VNM,88.4578,89.1423,86.8605,87.0955,2521600
2021-01-13,VCB,45.9677,46.1853,45.2712,45.6212,1064200
2021-01-13,SSI,13.976,13.976,13.5303,13.574,9755200
2021-01-13,TCB,16.3992,16.6536,16.2373,16.2624,11399600
2021-01-13,PNJ,37.3078,37.4418,36.9504,36.9575,448100
2021-01-13,POW,12.0669,12.0669,11.7363,11.7366,12927200
2021-01-13,MSN,77.131,77.2128,75.9028,76.4009,2553600
2021-01-13,GMD,27.3393,27.561,26.2679,26.5278,5334400
2021-01-13,FPT,28.0932,28.7326,28.0932,28.3527,2612000
2021-01-13,HSG,13.6578,13.6578,13.3097,13.5242,5919200
2021-01-13,CMG,16.5754,16.5754,16.2336,16.2782,124600
2021-01-13,HCM,11.5828,11.5828,11.3856,11.4216,4458300
2021-01-13,NLG,25.9584,25.9968,24.8832,25.3455,2259200
2021-01-13,MWG,55.9066,56.5268,55.8623,55.9067,1101300
2021-01-13,HPG,17.0042,17.0983,16.7033,16.8202,16131800
2021-01-14,PNJ,37.3078,37.3078,36.5482,36.6893,476100
2021-01-14,VSC,14.8685,14.8685,14.3642,14.4525,69300
2021-01-14,VHM,74.3431,74.5642,72.6485,73.3914,3274800
2021-01-14,VNM,87.0126,87.0126,85.6436,86.0305,3680400
2021-01-14,VCB,45.7065,45.7936,44.9665,45.2294,832200
2021-01-14,TCB,16.3529,16.5611,16.1216,16.54,11995200
2021-01-14,SSI,13.5709,14.5026,13.3683,14.3236,22844000
2021-01-14,POW,11.7363,11.819,11.4884,11.7366,13572300
2021-01-14,CMG,16.2763,16.4472,16.2336,16.4278,165300
2021-01-14,NLG,24.96,25.728,24.8064,25.3071,1556800
2021-01-14,MSN,76.3122,76.394,75.084,75.582,1447400
2021-01-14,MWG,55.9066,56.8369,55.818,56.6598,1433000
2021-01-14,GMD,26.5265,26.6004,26.0093,26.417,3097100
2021-01-14,HCM,11.4214,12.2103,11.2959,12.0671,11090000
2021-01-14,HPG,16.8161,16.8161,16.4964,16.7261,17527000
2021-01-14,HSG,13.5239,13.5507,13.3097,13.4171,6305300
2021-01-14,FPT,28.349,28.5621,28.0079,28.31,1777500
2021-01-14,REE,24.621,24.6672,24.3896,24.5291,482400
2021-01-15,TCB,16.7924,17.3706,16.7693,17.049,17357400
2021-01-15,SSI,14.5026,15.09,14.3608,14.972,14649600
2021-01-15,VHM,74.1958,74.8589,73.2379,74.8651,2078100
2021-01-15,REE,24.7598,24.8524,24.3896,24.7605,925900
2021-01-15,VSC,14.4519,14.4519,13.9036,14.0358,125000
2021-01-15,VNM,86.3281,87.6972,86.0239,86.6391,2125700
2021-01-15,VCB,45.6194,45.663,44.6183,44.9247,1099800
2021-01-15,PNJ,36.6823,37.0844,36.6823,36.8681,530900
2021-01-15,CMG,16.4258,16.6394,16.4045,16.4919,153200
2021-01-15,MSN,76.1484,76.4759,75.739,76.1552,2144900
2021-01-15,HCM,12.2103,12.3717,12.1028,12.2464,7380300
2021-01-15,GMD,26.4526,26.9329,26.231,26.417,3847900
2021-01-15,FPT,28.5621,28.5621,28.3063,28.3953,1540400
2021-01-15,POW,11.7363,12.0669,11.7363,11.8605,11154600
2021-01-15,HPG,16.6657,16.9478,16.6657,16.7449,14788300
2021-01-15,NLG,25.3056,26.112,25.3056,25.8064,1341800
2021-01-15,MWG,56.704,56.8369,56.3939,56.6155,845000
2021-01-15,HSG,13.4436,13.6578,13.4436,13.551,6858500
2021-01-18,POW,11.9843,12.5628,11.8603,12.1912,16600500
2021-01-18,VNM,86.8605,87.5451,86.176,86.1827,2624000
2021-01-18,VHM,75.1536,75.743,73.3853,74.423,2291200
2021-01-18,VCB,45.0536,45.7065,44.8359,44.9683,1060400
2021-01-18,TCB,17.2087,17.2087,16.6073,16.7482,13377400
2021-01-18,SSI,14.9684,14.9684,14.6039,14.7086,11612500
2021-01-18,PNJ,37.7546,37.7546,37.0844,37.4937,641400
2021-01-18,VSC,13.9256,14.0352,13.4431,13.5972,139600
2021-01-18,REE,24.7598,25.2226,24.621,24.9457,559600
2021-01-18,MWG,56.6154,56.704,55.9066,55.9953,768800
2021-01-18,NLG,25.8048,25.8432,24.1536,25.3455,990300
2021-01-18,HPG,16.7409,16.8726,16.6469,16.7825,18112900
2021-01-18,HSG,13.6578,14.0595,13.6578,13.6581,7040600
2021-01-18,FPT,28.5621,28.5621,28.2211,28.2674,1209000
2021-01-18,GMD,26.4157,26.4157,25.7876,25.7889,3669100
2021-01-18,HCM,12.2821,12.2821,11.9235,11.9416,7054600
2021-01-18,CMG,16.4472,16.6181,16.3618,16.4278,116800
2021-01-18,MSN,77.786,80.3243,77.7041,77.8748,3740700
2021-01-19,SSI,14.5026,14.7254,13.6924,13.6956,19694000
2021-01-19,TCB,16.6073,16.8386,15.5896,15.6841,22796500
2021-01-19,VCB,44.8794,44.9665,41.8323,43.0964,1130300
2021-01-19,REE,24.9449,24.9449,23.2326,24.4366,786300
2021-01-19,VHM,73.68,74.1958,69.2592,71.3282,3552500
2021-01-19,VSC,13.5527,13.5527,12.6536,12.6761,262900
2021-01-19,VNM,86.176,86.176,81.3842,81.923,3668300
2021-01-19,PNJ,37.2184,37.3525,34.8951,35.304,857500
2021-01-19,CMG,16.02,16.4258,15.2938,15.2956,194500
2021-01-19,MSN,78.441,78.441,72.4638,74.4356,2416600
2021-01-19,HCM,11.8697,11.8876,11.1166,11.1168,7708500
2021-01-19,GMD,25.4921,25.7137,24.0143,24.0155,5956600
2021-01-19,FPT,28.1358,28.1784,26.3027,26.4341,3505600
2021-01-19,POW,12.2322,12.4802,11.3644,11.4473,16957800
2021-01-19,HPG,16.7785,16.7785,15.6123,15.6537,25778200
2021-01-19,NLG,25.344,25.728,23.5776,24.5007,2151600
2021-01-19,MWG,55.6851,55.9952,52.274,53.1601,1659900
2021-01-19,HSG,13.6578,13.9524,12.7205,13.069,11071100
2021-01-20,VNM,82.7533,83.2857,80.6236,82.9118,3363700
2021-01-20,VSC,12.6755,12.6755,12.1054,12.6103,97200
2021-01-20,VCB,43.0947,46.0983,42.6594,43.1399,2093000
2021-01-20,VHM,71.4696,75.8904,69.6276,71.844,3457300
2021-01-20,TCB,15.8209,16.0754,14.8032,15.9617,25772300
2021-01-20,SSI,13.8544,13.976,12.7809,13.493,14483300
2021-01-20,POW,11.6123,11.7776,10.8272,11.5713,13429400
2021-01-20,REE,24.4821,24.5747,23.14,24.5291,988000
2021-01-20,PNJ,35.2972,36.0568,34.8504,35.9743,978200
2021-01-20,MWG,53.603,54.4004,51.388,54.4005,1682900
2021-01-20,MSN,74.9202,75.1658,70.4168,74.4356,2314800
2021-01-20,HCM,11.2242,11.3318,10.3456,11.1168,6962300
2021-01-20,GMD,23.7187,24.3837,22.3517,23.0918,5114900
2021-01-20,FPT,26.729,27.1553,25.6633,26.9883,3663800
2021-01-20,CMG,15.3792,15.5928,14.5248,15.3596,116700
2021-01-20,HPG,15.8004,16.1578,15.048,15.6913,37915600
2021-01-20,NLG,24.4992,24.8064,23.3472,24.4239,739400
2021-01-20,HSG,13.2025,13.3097,12.2117,13.1761,7442700
2021-01-21,POW,11.819,12.0669,11.5297,11.8605,10056900
2021-01-21,VNM,83.5899,84.1984,82.7533,83.9007,2531200
2021-01-21,VCB,43.1382,44.8359,42.6594,44.8377,1283700
2021-01-21,VHM,72.2064,73.2379,72.059,72.9493,3018300
2021-01-21,TCB,16.3067,16.7461,15.9597,16.7482,14253300
2021-01-21,SSI,13.5303,14.1785,13.3683,13.9995,13084500
2021-01-21,PNJ,36.1908,37.0397,35.9674,36.8234,419300
2021-01-21,REE,24.5284,24.9449,24.2507,24.8068,586800
2021-01-21,CMG,15.8064,15.8064,15.3792,15.8083,56300
2021-01-21,MWG,55.1535,55.7737,54.4004,55.3751,1034000
2021-01-21,NLG,24.7296,25.6512,24.0,25.1151,1535800
2021-01-21,HCM,11.1166,11.3676,10.8297,11.2961,6858300
2021-01-21,HPG,16.1202,16.628,15.7252,16.632,20829700
2021-01-21,HSG,13.6042,14.0595,13.3097,14.0599,12600100
2021-01-21,FPT,27.4964,28.0505,26.9848,27.9689,2313100
2021-01-21,GMD,23.4231,24.3837,22.9798,24.1632,2930000
2021-01-21,MSN,74.9202,75.4115,73.2007,74.9269,2180900
2021-01-21,VSC,12.6536,13.2677,12.6536,13.2463,71500
2021-01-22,SSI,13.8949,14.057,13.5303,13.6753,11501200
2021-01-22,TCB,16.8618,17.0699,16.5611,16.7945,12347400
2021-01-22,VCB,44.8359,45.2712,44.4006,44.8377,1268500
2021-01-22,VSC,13.2457,13.487,12.9606,13.1366,73400
2021-01-22,VNM,83.8181,84.2745,82.6772,82.6836,2429000
2021-01-22,REE,24.8061,25.454,24.6672,25.0382,816100
2021-01-22,VHM,73.2379,74.4168,72.8695,73.1703,2262800
2021-01-22,PNJ,37.0844,37.978,36.9504,37.5384,716000
2021-01-22,HCM,11.1525,11.3318,10.9732,11.0451,4443800
2021-01-22,MSN,75.3296,77.9498,74.5108,76.4009,3060300
2021-01-22,POW,11.8603,12.1909,11.695,11.8605,11368400
2021-01-22,FPT,28.0079,28.7753,27.88,28.5232,2090300
2021-01-22,GMD,24.162,24.3837,23.5709,23.7199,2511900
2021-01-22,CMG,15.9346,16.2336,15.3792,15.7655,115100
2021-01-22,HPG,16.6657,16.8161,16.3835,16.4251,14798600
2021-01-22,NLG,25.344,26.1888,25.0368,26.0752,2377700
2021-01-22,HSG,14.0595,14.5683,13.9256,14.1938,10045700
2021-01-22,MWG,55.375,56.4382,55.2864,56.3497,1422700
2021-01-25,VSC,13.1361,13.2457,12.9826,12.9831,41700
2021-01-25,VHM,73.3116,73.7537,72.6485,73.3177,2142000
2021-01-25,VNM,82.8293,83.4378,82.1448,82.3033,2554800
2021-01-25,VCB,44.0088,44.8359,44.0088,44.62,725900
2021-01-25,TCB,16.538,16.8155,16.4686,16.5632,15639600
2021-01-25,SSI,13.4493,13.9962,13.3278,13.6551,12151400
2021-01-25,PNJ,37.7993,38.8716,37.5312,38.8791,1264300
2021-01-25,REE,25.0375,25.2226,24.8986,25.1308,678300
2021-01-25,MSN,77.786,80.2424,76.9672,79.4307,3869900
2021-01-25,NLG,26.0352,27.2256,25.8048,27.0352,4556300
2021-01-25,CMG,15.7637,15.7637,15.3365,15.6374,62600
2021-01-25,HCM,10.8477,11.3856,10.3098,11.2602,6842800
2021-01-25,GMD,23.6448,25.1226,23.3123,24.0155,4009100
2021-01-25,POW,11.695,11.9429,11.6537,11.6952,7333100
2021-01-25,HSG,14.1934,14.5951,14.0327,14.3812,8349200
2021-01-25,HPG,16.2707,17.0983,16.2142,16.4439,33091200
2021-01-25,MWG,56.3939,58.6532,56.3496,58.4761,2134100
2021-01-25,FPT,28.4768,29.0737,28.2211,28.5658,3111900
2021-01-26,VNM,82.2209,82.5251,79.863,81.1623,2596900
2021-01-26,VSC,12.8729,13.0922,12.7194,12.7199,127200
2021-01-26,VCB,44.6183,44.6183,43.0947,43.9235,970500
2021-01-26,VHM,73.3853,73.459,69.996,72.2124,2105700
2021-01-26,SSI,13.5506,13.6114,12.8012,12.9662,10631800
2021-01-26,TCB,16.4223,16.5611,15.4971,16.193,18111400
2021-01-26,PNJ,38.8716,38.8716,37.5759,37.9853,595600
2021-01-26,POW,11.7363,11.7363,10.9098,11.158,10346400
2021-01-26,REE,25.3152,25.3152,24.0656,24.7143,713400
2021-01-26,MSN,80.4062,80.4062,74.7564,78.2024,2475200
2021-01-26,CMG,15.3792,15.3792,14.8238,14.9538,100900
2021-01-26,FPT,28.7753,28.7753,27.9227,28.1395,2597500
2021-01-26,HSG,14.3541,14.3541,13.39,13.4707,10649900
2021-01-26,NLG,27.0336,27.648,25.9584,26.0368,2166300
2021-01-26,HCM,11.2421,11.26,10.5787,10.6865,4556400
2021-01-26,GMD,24.0143,24.3468,23.1276,23.7938,2603300
2021-01-26,MWG,58.8747,59.1405,57.6343,58.4761,1356200
2021-01-26,HPG,16.4023,16.4023,15.6499,15.9171,24099500
2021-01-27,PNJ,37.978,38.6482,35.3419,37.315,663300
2021-01-27,VSC,12.6755,12.7852,12.5659,12.5664,94000
2021-01-27,VHM,70.7328,72.3538,67.4172,69.1913,3312000
2021-01-27,VNM,80.6236,81.2321,77.9615,78.5761,3153800
2021-01-27,VCB,43.1382,43.53,40.8747,42.3999,1566800
2021-01-27,TCB,15.8441,16.3067,15.1039,15.4991,18775400
2021-01-27,SSI,12.5986,12.9632,12.072,12.0748,14058600
2021-01-27,POW,10.8272,11.1991,10.4139,10.5794,14521900
2021-01-27,REE,24.0656,24.7135,23.14,24.02,958000
2021-01-27,MSN,77.3766,77.6222,73.8558,75.0907,2243700
2021-01-27,GMD,23.5709,24.162,22.5365,22.8701,2641400
2021-01-27,FPT,28.0079,28.1784,26.8143,26.8604,2226800
2021-01-27,HSG,13.4971,13.7917,12.5598,12.5601,11595000
2021-01-27,CMG,14.952,15.1229,14.0976,14.2274,115300
2021-01-27,HCM,10.5787,10.6863,9.9512,9.9513,5646700
2021-01-27,NLG,25.4208,27.072,25.4208,26.1136,2334500
2021-01-27,MWG,58.2545,59.7607,58.0773,59.1406,2106900
2021-01-27,HPG,15.5747,15.9509,14.8599,15.1645,28056100
2021-01-28,REE,22.3532,23.3714,22.3532,22.3539,917900
2021-01-28,VHM,64.47,66.091,64.3963,64.4017,3197600
2021-01-28,VNM,76.06,77.5051,73.0937,73.0993,4565600
2021-01-28,VSC,12.3905,12.4343,11.6887,11.9523,346800
2021-01-28,VCB,40.0476,40.6135,39.4382,39.4397,1205500
2021-01-28,TCB,14.5719,15.2658,14.4331,14.4349,27121100
2021-01-28,SSI,11.2415,11.4441,11.2415,11.2442,18067700
2021-01-28,NLG,24.576,24.96,24.3072,24.3087,1703900
2021-01-28,CMG,13.2432,13.884,13.2432,13.2448,135800
2021-01-28,POW,9.8767,10.166,9.8767,9.8769,9377000
2021-01-28,MSN,69.8436,73.2007,69.8436,69.8499,3816800
2021-01-28,MWG,55.5965,57.6786,55.0206,55.0207,1843300
2021-01-28,HCM,9.2698,9.7539,9.2698,9.27,5330700
2021-01-28,HPG,14.1451,14.6906,14.1075,14.1109,49934800
2021-01-28,HSG,11.7029,12.051,11.7029,11.7032,13006400
2021-01-28,FPT,25.578,26.5585,24.9812,24.9845,5092400
2021-01-28,GMD,21.2803,21.8714,21.2803,21.2814,2662300
2021-01-28,PNJ,34.8504,36.1908,34.7164,34.723,1106100
2021-01-29,TCB,13.693,15.4277,13.693,14.8051,27420900
2021-01-29,SSI,10.5326,12.0112,10.5326,11.6696,14006900
2021-01-29,VCB,37.2182,42.1806,37.2182,40.4845,1359000
2021-01-29,REE,21.2888,23.8805,21.2888,23.6035,680300
2021-01-29,VSC,11.5133,12.7852,11.5133,12.7857,90200
2021-01-29,VNM,73.0176,78.1897,73.0176,78.1957,4140500
2021-01-29,VHM,61.8912,68.8908,61.8912,68.8965,5469400
2021-01-29,PNJ,33.51,37.1291,33.51,37.1362,901800
2021-01-29,CMG,13.2432,13.9694,13.2005,13.8856,107100
2021-01-29,MSN,65.9134,74.5108,65.9134,70.0137,2838500
2021-01-29,GMD,19.8025,22.0192,19.8025,22.0203,4405300
2021-01-29,FPT,25.1517,26.729,25.1517,26.7325,3211900
2021-01-29,HSG,10.953,12.5063,10.953,12.5066,16907400
2021-01-29,POW,9.2155,10.3313,9.2155,9.8356,12247000
2021-01-29,HCM,8.6781,9.8974,8.6781,9.6465,5712400
2021-01-29,NLG,23.5008,25.4976,23.5008,24.9615,2012500
2021-01-29,MWG,54.7105,58.7861,52.717,58.7862,2812400
2021-01-29,HPG,13.9194,15.0292,13.9194,14.7318,40248000
2021-02-01,FPT,27.4537,27.88,26.5585,27.0736,2017400
2021-02-01,VNM,78.3418,80.0151,77.5812,78.1197,2934800
2021-02-01,VHM,68.9645,69.996,65.0594,65.0649,2634200
2021-02-01,TCB,14.8032,15.4971,14.595,14.8976,15146700
2021-02-01,SSI,11.6669,11.9505,10.8567,10.8592,15664500
2021-02-01,REE,23.5102,23.973,22.5846,23.187,485900
2021-02-01,NLG,24.96,25.0368,23.808,24.5775,1692000
2021-02-01,VSC,12.7852,13.487,12.7852,13.2682,99400
2021-02-01,GMD,21.4281,21.9453,20.5045,20.5055,4364400
2021-02-01,HPG,14.6718,14.9916,14.3708,14.4307,21323900
2021-02-01,HSG,12.5866,13.1758,11.7832,11.7835,13021000
2021-02-01,CMG,14.0762,14.0762,13.2859,13.2875,109700
2021-02-01,MSN,70.3349,72.3,66.3228,67.1476,1792200
2021-02-01,MWG,57.59,57.9887,54.7105,54.7992,2508200
2021-02-01,PNJ,36.6376,37.0397,34.8504,35.2146,600700
2021-02-01,POW,9.794,10.2073,9.5048,9.505,12195500
2021-02-01,VCB,41.7888,41.7888,39.6123,39.6574,1309600
2021-02-01,HCM,9.5388,9.7719,8.9829,8.9831,4151100
2021-02-02,SSI,10.8162,11.3428,10.4111,11.2644,11603300
2021-02-02,TCB,14.8957,15.7747,14.7801,15.7304,13498900
2021-02-02,VHM,65.5752,69.5539,64.8384,69.5597,2756900
2021-02-02,REE,23.0474,24.7598,23.0243,24.7605,669000
2021-02-02,VSC,13.2677,13.2677,12.8729,13.0708,113900
2021-02-02,VNM,77.8094,81.3842,77.8094,80.9341,3350900
2021-02-02,VCB,40.0476,42.0935,40.0476,42.0081,1064500
2021-02-02,PNJ,34.8504,36.5929,34.761,36.4212,599800
2021-02-02,POW,9.5048,9.7527,9.2981,9.6289,9166200
2021-02-02,NLG,24.0384,25.0368,23.616,24.6159,1285700
2021-02-02,HCM,8.9829,9.2698,8.6602,9.1803,3925700
2021-02-02,GMD,19.9503,20.5414,19.1006,20.4686,3078300
2021-02-02,FPT,26.8995,28.1358,26.8569,28.1395,3264600
2021-02-02,CMG,13.2859,13.9908,13.2859,13.9924,79300
2021-02-02,HPG,14.4837,15.2361,14.3897,15.2397,28541100
2021-02-02,MWG,54.489,56.8369,53.3815,56.7041,1400700
2021-02-02,MSN,67.1416,69.598,65.504,68.7854,1927500
2021-02-02,HSG,11.8903,12.2385,11.5154,12.2388,9130400
2021-02-03,PNJ,37.3078,37.3078,36.3695,37.0469,639700
2021-02-03,VSC,13.158,13.158,12.9606,13.0489,81400
2021-02-03,VHM,69.6276,72.8695,69.6276,71.6229,3365900
2021-02-03,VNM,80.9278,83.4378,80.9278,83.4443,3056500
2021-02-03,VCB,42.6159,43.0947,42.05,43.0529,1454600
2021-02-03,TCB,15.9597,16.4223,15.7284,16.193,18238700
2021-02-03,SSI,11.5454,12.0315,11.3428,12.0343,14370500
2021-02-03,POW,9.918,10.2899,9.8354,10.2902,16931600
2021-02-03,REE,24.9912,25.2226,24.5284,24.9919,1020400
2021-02-03,NLG,24.96,25.728,24.576,24.9615,1403500
2021-02-03,GMD,20.7631,21.6128,20.4306,21.4661,3536000
