<DTYYYYMMDD>,<Ticker>,<Open>,<High>,<Low>,<Close>,<Volume>
2025-10-20,MSN,87.0,88.8,81.9,81.9,31684600
2025-10-20,CMG,33.6367,35.2731,33.5912,33.6367,1111700
2025-10-20,FPT,86.1985,89.6152,84.9294,84.9329,14580300
2025-10-20,GMD,66.0756,66.0756,61.5086,61.5149,5551000
2025-10-20,HCM,26.0083,26.3033,24.2383,24.2408,14342000
2025-10-20,HPG,24.9063,25.2188,23.2548,23.2558,102963100
2025-10-20,HSG,14.0379,14.1148,13.0764,13.0764,13306100
2025-10-20,MWG,87.0,87.9,79.8,80.9,14226400
2025-10-20,VSC,27.0,27.2,25.15,25.15,12337500
2025-10-20,PNJ,59.484,59.484,55.3908,55.3991,2295500
2025-10-20,POW,11.8902,11.9743,11.092,11.092,14891800
2025-10-20,REE,53.4813,54.0802,51.2564,51.3464,1277000
2025-10-20,SSI,37.1192,38.0756,34.5687,34.5687,70585900
2025-10-20,TCB,39.8126,39.8126,37.0703,37.0703,30048800
2025-10-20,VCB,61.8,62.2,58.6,59.4,12115600
2025-10-20,VHM,114.0,115.0,108.0,108.0,11634800
2025-10-20,VNM,58.9,59.4,55.0,55.0,8737700
2025-10-20,NLG,38.65,38.9,35.95,35.95,5136400
2025-10-21,HSG,13.0747,13.1516,12.4594,12.7687,9564900
2025-10-21,HPG,23.478,24.1029,23.2102,23.9253,74275800
2025-10-21,HCM,24.1916,24.5358,23.3066,23.8475,15860300
2025-10-21,MSN,79.9,80.0,76.2,78.0,28573200
2025-10-21,FPT,86.8818,90.7866,86.3937,90.7903,19520200
2025-10-21,CMG,33.7239,35.7692,33.7239,34.9094,701000
2025-10-21,GMD,61.9037,64.4303,61.6121,64.1388,2308600
2025-10-21,MWG,82.3,83.0,80.5,83.0,12062300
2025-10-21,VSC,24.5,25.15,23.4,23.8,11896000
2025-10-21,PNJ,55.4568,57.7675,55.3248,57.38,1027500
2025-10-21,VNM,56.1,58.0,56.1,56.5,7068100
2025-10-21,VHM,109.0,115.0,106.9,110.9,8238300
2025-10-21,VCB,59.7,60.7,59.3,59.3,8416700
2025-10-21,NLG,36.0,37.0,34.6,36.75,4785800
2025-10-21,SSI,34.5649,35.9766,33.6541,35.1607,81186900
2025-10-21,REE,52.1121,52.9678,51.5131,52.6301,900900
2025-10-21,POW,11.0486,11.2587,10.8386,11.218,10150100
2025-10-21,TCB,37.3113,37.6541,35.7445,36.8744,28577600
2025-10-22,MWG,83.0,84.5,81.6,84.5,8203100
2025-10-22,FPT,92.9342,96.6438,92.739,94.6953,18311100
2025-10-22,GMD,64.1388,65.305,63.4585,65.1106,1993000
2025-10-22,HCM,24.1916,24.3392,23.6016,24.3392,6454700
2025-10-22,HPG,24.0136,24.0136,23.3441,23.8361,37268800
2025-10-22,HSG,12.9226,12.9226,12.4995,12.7303,5323900
2025-10-22,MSN,79.9,80.6,77.4,79.0,13805300
2025-10-22,CMG,35.0004,36.0004,34.4094,35.0004,389200
2025-10-22,NLG,36.55,37.5,36.25,37.5,2512000
2025-10-22,POW,11.3441,11.4701,11.218,11.3861,5135900
2025-10-22,REE,52.7111,53.2245,52.0266,52.8868,274700
2025-10-22,SSI,35.339,35.339,33.8818,35.0241,32795900
2025-10-22,TCB,37.3151,37.3641,35.6502,37.2172,15701400
2025-10-22,VCB,60.1,60.2,58.5,59.6,4664800
2025-10-22,VHM,112.0,113.0,104.0,113.0,7701600
2025-10-22,VNM,57.1,57.3,55.7,56.3,3846700
2025-10-22,VSC,24.2,24.3,23.0,24.0,6230400
2025-10-22,PNJ,58.2296,58.2296,56.5791,57.9083,624100
2025-10-23,HSG,12.8841,12.9226,12.6149,12.6918,4087600
2025-10-23,HPG,23.8797,24.1029,23.6566,23.6575,23443400
2025-10-23,HCM,24.3883,24.4867,23.8966,23.995,3248300
2025-10-23,MSN,79.6,80.0,77.6,78.2,9732300
2025-10-23,FPT,94.8866,94.9843,91.7628,92.7428,6647600
2025-10-23,CMG,35.364,35.364,34.1822,34.1822,381400
2025-10-23,GMD,65.1039,67.7275,64.8124,65.4021,2381400
2025-10-23,MWG,86.0,86.8,84.6,85.7,9156600
2025-10-23,NLG,37.6,38.5,37.45,37.7,2203000
2025-10-23,PNJ,57.6442,61.4079,57.6442,60.9457,2073400
2025-10-23,VNM,56.5,57.1,56.3,56.6,2327300
2025-10-23,VHM,113.0,117.1,111.2,115.0,6383900
2025-10-23,VCB,58.9,60.3,58.9,59.8,4227100
2025-10-23,VSC,24.45,25.65,24.0,25.65,10632100
2025-10-23,SSI,35.0697,35.2063,34.1588,34.1588,24279700
2025-10-23,REE,53.0534,53.3101,52.7967,53.1435,197800
2025-10-23,POW,11.4281,11.4701,11.302,11.3861,3036300
2025-10-23,TCB,37.2662,37.2662,36.0419,36.4827,15619200
2025-10-24,MSN,77.9,79.5,75.7,79.3,13522400
2025-10-24,CMG,34.4511,35.8601,34.2239,35.2276,679900
2025-10-24,FPT,92.739,95.3747,92.4461,95.3787,13759100
2025-10-24,GMD,65.5898,65.5898,64.035,64.9162,1221700
2025-10-24,HCM,23.7467,24.1892,23.4025,24.1916,8400800
2025-10-24,HPG,23.6566,23.8351,23.2995,23.5682,30587700
2025-10-24,HSG,12.6918,12.7687,12.3457,12.538,4410200
2025-10-24,MWG,85.5,85.9,82.8,85.7,9652900
2025-10-24,NLG,37.7,38.25,37.25,37.7,2770600
2025-10-24,PNJ,60.7476,63.1907,59.427,62.7285,1714300
2025-10-24,VNM,56.9,58.1,56.1,58.1,3959900
2025-10-24,VHM,114.6,116.8,112.5,114.5,5136500
2025-10-24,VCB,59.8,59.9,58.8,59.5,4372700
2025-10-24,VSC,25.8,26.0,24.55,25.0,11084900
2025-10-24,SSI,33.8855,34.0677,32.5191,32.7924,82075200
2025-10-24,REE,53.0534,53.3101,52.3688,53.1435,259600
2025-10-24,POW,11.3847,11.4267,11.0486,11.26,6220200
2025-10-24,TCB,36.2341,36.2341,35.3038,35.3563,23396700
2025-10-27,MSN,79.6,79.8,77.4,78.5,7509000
2025-10-27,CMG,35.4549,36.4549,35.1822,35.9095,1015700
2025-10-27,FPT,96.6438,97.3271,94.0081,95.6715,12897800
2025-10-27,GMD,65.4021,65.4993,63.4585,64.6247,1406800
2025-10-27,HCM,24.1892,24.1892,23.1076,23.5524,21260600
2025-10-27,HPG,23.8797,23.969,23.4334,23.4343,27390800
2025-10-27,HSG,12.7671,12.9593,12.6132,12.7687,3969600
2025-10-27,MWG,85.7,85.7,81.0,81.0,9884200
2025-10-27,VSC,25.5,25.9,23.55,23.55,10928800
2025-10-27,PNJ,62.653,62.719,61.7287,61.738,810700
2025-10-27,POW,11.302,11.6382,11.302,11.6382,8312700
2025-10-27,REE,54.337,54.337,53.3101,53.5714,198300
2025-10-27,SSI,33.1531,33.2897,31.4681,31.6993,71137600
2025-10-27,TCB,35.5522,35.7481,34.328,34.328,15906600
2025-10-27,VCB,60.0,60.0,59.2,59.2,2640000
2025-10-27,VHM,115.0,116.0,106.5,106.5,7164300
2025-10-27,VNM,58.4,58.4,57.0,57.0,2998800
2025-10-27,NLG,38.0,38.0,36.6,36.8,1761500
2025-10-28,HSG,12.7671,12.9593,12.6902,12.961,3034700
2025-10-28,HPG,23.5226,23.9244,23.3441,23.9253,28512100
2025-10-28,HCM,23.6016,23.6508,23.0607,23.6016,17952400
2025-10-28,MSN,78.6,79.0,76.2,79.0,7889400
2025-10-28,FPT,96.2533,99.7676,96.2533,99.7717,20912700
2025-10-28,CMG,36.0913,36.7731,35.8185,36.0913,883700
2025-10-28,GMD,64.5275,64.6247,62.1952,64.6247,2080000
2025-10-28,MWG,80.9,84.4,80.4,84.2,8277300
2025-10-28,NLG,36.3,36.65,35.0,36.65,3341400
2025-10-28,PNJ,61.7287,62.719,60.6064,62.6624,849400
2025-10-28,VNM,57.2,57.4,56.8,57.4,2079100
2025-10-28,VHM,104.2,107.0,99.1,107.0,13561200
2025-10-28,VCB,59.2,60.2,59.1,60.0,2789700
2025-10-28,VSC,23.4,24.9,22.6,24.9,12670100
2025-10-28,SSI,31.6082,32.7924,31.6082,32.6558,34464100
2025-10-28,REE,53.9947,54.337,53.3101,54.3416,272900
2025-10-28,POW,11.6802,11.6802,11.3441,11.6382,4519700
2025-10-28,TCB,34.328,35.6502,33.2996,35.2584,26134800
2025-10-29,MSN,79.1,80.6,78.5,79.2,8381100
2025-10-29,CMG,36.364,36.4549,35.9095,36.1822,535600
2025-10-29,FPT,99.9629,100.7438,98.6938,99.2836,9302800
2025-10-29,GMD,64.5275,68.026,63.7501,67.2486,3992400
2025-10-29,HCM,23.7491,23.8966,23.5524,23.6016,10385800
2025-10-29,HPG,24.0136,24.5939,24.0136,24.3271,39448900
2025-10-29,HSG,13.0764,13.1918,12.961,13.0764,3123500
2025-10-29,MWG,83.0,84.4,83.0,84.1,5076100
2025-10-29,NLG,36.65,38.45,36.6,38.45,3907100
2025-10-29,PNJ,62.653,63.1151,60.6064,63.0586,1134200
2025-10-29,VNM,57.5,57.9,57.1,57.5,1973000
2025-10-29,VHM,107.1,107.1,102.7,103.8,3681700
2025-10-29,VCB,60.0,61.0,59.8,60.7,3716000
2025-10-29,VSC,25.1,26.1,24.75,25.0,12679300
2025-10-29,SSI,32.7433,32.971,32.4245,32.428,22897000
2025-10-29,REE,54.337,55.3638,53.9091,55.1974,436100
2025-10-29,POW,11.6802,12.1003,11.5961,12.0163,11214600
2025-10-29,TCB,35.1605,36.1399,34.9156,35.6502,13116300
2025-10-30,MSN,79.7,80.6,79.3,79.3,6826300
2025-10-30,CMG,36.2237,37.7235,36.2237,37.5458,1539500
2025-10-30,FPT,99.67,101.0367,99.1819,100.2599,9730600
2025-10-30,GMD,67.8316,68.6091,66.8598,68.5119,3451800
2025-10-30,HCM,23.6016,23.6999,23.1591,23.1591,8537300
2025-10-30,HPG,24.46,24.46,24.0136,24.0146,23693500
2025-10-30,HSG,13.0379,13.0764,12.7687,12.8072,5176600
2025-10-30,MWG,84.2,84.4,83.5,83.9,5652200
2025-10-30,VSC,25.3,25.3,24.1,24.55,7796200
2025-10-30,PNJ,63.0491,63.5112,62.0588,62.4643,544100
2025-10-30,POW,12.0583,12.0583,11.7642,11.9323,4839800
2025-10-30,REE,54.8504,55.7061,54.8504,55.7108,266400
2025-10-30,SSI,32.4736,32.6558,31.6993,31.7449,28037300
2025-10-30,TCB,35.7481,35.846,34.8666,34.9646,10507900
2025-10-30,VCB,61.0,61.2,60.3,60.6,1946600
2025-10-30,VHM,103.8,105.0,100.8,104.0,3691300
2025-10-30,VNM,57.8,57.9,57.0,57.1,1905200
2025-10-30,NLG,38.55,39.9,38.45,39.9,4736300
2025-10-31,HSG,12.8456,13.1149,12.8072,12.8841,3457200
2025-10-31,HPG,24.0136,24.1922,23.8351,23.8361,19779100
2025-10-31,HCM,23.1076,23.3534,22.9109,22.9132,13363500
2025-10-31,MSN,79.4,80.8,79.0,79.6,6477800
2025-10-31,FPT,100.1581,101.4272,98.5962,101.4313,14827100
2025-10-31,CMG,37.7277,38.4549,37.1822,38.0913,1357700
2025-10-31,GMD,67.9288,68.026,66.1796,66.1796,4256200
2025-10-31,MWG,83.9,84.0,82.0,82.6,6453200
2025-10-31,VSC,24.55,24.6,23.15,23.2,11961000
2025-10-31,PNJ,62.4549,62.4549,60.8704,62.4643,1203300
2025-10-31,VNM,57.4,57.7,57.1,57.6,2641500
2025-10-31,VHM,103.8,103.8,99.2,99.2,6461300
2025-10-31,VCB,60.8,60.8,59.6,59.6,2117800
2025-10-31,NLG,39.7,40.15,39.0,39.75,3599600
2025-10-31,SSI,31.6538,32.1092,31.2439,31.2439,26772900
2025-10-31,REE,56.3906,56.4762,55.6205,56.481,685300
2025-10-31,POW,12.0569,12.3089,12.0569,12.0583,10117100
2025-10-31,TCB,34.961,35.4507,34.3734,34.3769,12256900
2025-11-03,MSN,79.6,79.8,77.0,77.0,7670000
2025-11-03,CMG,38.3598,38.5416,36.7236,36.7276,1194600
2025-11-03,FPT,101.3296,103.7701,101.0367,102.5052,20963600
2025-11-03,GMD,66.2768,68.9978,65.7909,66.5683,3824900
2025-11-03,HCM,22.9624,23.0607,21.979,21.979,15802000
2025-11-03,HPG,23.8797,24.0136,23.2548,23.2558,28356600
2025-11-03,HSG,13.1149,13.3072,12.8072,12.8841,5061400
2025-11-03,MWG,83.0,83.3,81.0,81.0,6146600
2025-11-03,NLG,39.7,39.75,37.0,37.0,2419600
2025-11-03,PNJ,62.0588,62.4549,61.3326,61.3418,503500
2025-11-03,VNM,57.7,58.3,57.3,57.3,2642700
2025-11-03,VHM,99.6,101.4,97.8,98.5,5083100
2025-11-03,VCB,60.0,60.3,59.3,59.3,2800100
2025-11-03,VSC,23.3,23.4,21.6,21.6,14102300
2025-11-03,SSI,31.2439,31.4716,29.6043,29.6043,50015100
2025-11-03,REE,56.0484,56.8185,55.6205,55.6253,281600
2025-11-03,POW,12.1423,12.2684,11.9743,11.9743,5334200
2025-11-03,TCB,34.3734,34.7652,32.9045,32.9078,16737200
2025-11-04,MSN,76.8,80.5,74.4,80.0,12598000
2025-11-04,CMG,37.2731,37.2731,35.1367,36.0004,883700
2025-11-04,FPT,101.6224,102.2081,99.2795,100.8456,10620700
2025-11-04,GMD,65.6869,66.1728,62.286,65.4021,3771700
2025-11-04,HCM,21.9768,23.255,21.8293,23.2082,15067700
2025-11-04,HPG,23.3441,23.969,23.1656,23.8807,37767100
2025-11-04,HSG,12.9226,13.1918,12.5764,13.1918,4887600
2025-11-04,MWG,80.9,82.0,78.5,81.8,13681700
2025-11-04,VSC,21.45,22.95,20.3,22.95,17069100
2025-11-04,PNJ,61.2758,61.2758,58.1064,59.427,1015200
2025-11-04,POW,12.0163,12.0583,11.5121,11.9743,6586300
2025-11-04,REE,55.1071,55.6205,54.337,55.6253,454100
2025-11-04,SSI,29.5132,31.6538,29.2399,31.6538,57837700
2025-11-04,TCB,32.9078,34.4749,32.7609,34.279,16062100
2025-11-04,VCB,59.2,60.4,59.1,60.1,2952400
2025-11-04,VHM,98.4,102.0,98.4,100.2,4564100
2025-11-04,VNM,57.6,57.9,56.3,57.3,4175200
2025-11-04,NLG,36.6,38.75,35.2,38.2,2733300
2025-11-05,HSG,13.1516,13.2285,12.9593,13.1533,4544800
2025-11-05,HPG,23.6119,23.8797,23.4334,23.479,20835300
2025-11-05,HCM,22.9132,23.0607,22.6182,22.6674,7605200
2025-11-05,MSN,79.9,81.5,79.1,80.2,8834200
2025-11-05,FPT,99.3772,99.5724,97.2295,98.5026,11741500
2025-11-05,CMG,36.0419,36.6327,35.6328,35.7276,473600
2025-11-05,GMD,65.4021,65.4021,63.7501,65.1106,1440700
2025-11-05,MWG,81.5,81.5,80.1,80.2,4679900
2025-11-05,VSC,22.95,22.95,21.6,21.6,7193800
2025-11-05,PNJ,59.55,60.3423,59.418,60.3514,297100
2025-11-05,VNM,57.3,58.5,57.1,58.0,3831600
2025-11-05,VHM,101.2,101.7,99.5,99.6,3054600
2025-11-05,VCB,60.0,61.1,59.9,60.8,4601700
2025-11-05,NLG,37.7,38.45,37.6,37.6,996300
2025-11-05,SSI,31.6958,32.3334,31.6503,31.7904,30063400
2025-11-05,REE,55.8772,55.8772,55.2782,55.7964,144000
2025-11-05,POW,11.9308,12.519,11.8468,12.3524,12731600
2025-11-05,TCB,34.1776,34.1776,33.3452,33.3975,11242500
2025-11-06,MWG,80.3,81.0,78.8,80.3,4495500
2025-11-06,FPT,98.4986,99.5724,97.0343,97.8193,6751800
2025-11-06,GMD,65.1106,65.7909,64.236,64.236,1890700
2025-11-06,HCM,22.6182,22.7165,22.1757,22.1757,8644800
2025-11-06,HPG,23.5226,23.6566,23.2995,23.3004,21207600
2025-11-06,HSG,13.1918,13.2302,12.9226,13.0764,3018300
2025-11-06,MSN,80.1,80.1,78.8,78.8,4652600
2025-11-06,CMG,35.7731,36.4549,35.5458,36.0004,575300
2025-11-06,NLG,37.6,38.0,37.15,37.95,1321700
2025-11-06,POW,12.3944,12.4364,12.1844,12.2264,4125400
2025-11-06,REE,55.9628,55.9628,55.2782,55.7108,142200
2025-11-06,SSI,31.8815,31.927,31.0161,31.2439,23177900
2025-11-06,TCB,33.4431,33.7859,32.8066,32.9078,13684100
2025-11-06,VCB,60.9,61.3,60.2,60.3,2821200
2025-11-06,VHM,99.6,101.5,97.6,98.9,4590300
2025-11-06,VNM,58.0,58.5,57.6,58.0,2241200
2025-11-06,VSC,21.95,22.4,21.55,22.0,8003300
2025-11-06,PNJ,60.2194,60.2854,59.0969,59.427,318400
2025-11-07,HSG,13.0747,13.3439,12.9209,12.961,6530800
2025-11-07,HPG,23.3441,23.7012,23.2102,23.2558,55100200
2025-11-07,HCM,22.1265,22.3724,21.4873,21.5365,13282700
2025-11-07,MSN,78.2,79.7,76.8,76.8,7306800
2025-11-07,FPT,97.1319,99.3772,97.1319,98.6002,5863600
2025-11-07,CMG,36.1782,36.3146,34.9965,35.3185,598300
2025-11-07,GMD,64.2294,64.3265,61.2171,61.6121,2325400
2025-11-07,MWG,79.6,80.5,75.5,76.5,8643300
2025-11-07,VSC,22.2,22.45,20.8,20.8,10638500
2025-11-07,PNJ,59.7481,60.0122,57.7675,57.7762,419200
2025-11-07,VNM,57.6,58.4,57.5,57.6,3251100
2025-11-07,VHM,97.5,98.0,92.0,92.0,9791200
2025-11-07,VCB,60.0,60.0,59.0,59.3,3586300
2025-11-07,NLG,38.1,38.15,36.45,37.65,1358000
2025-11-07,SSI,31.1072,31.1528,29.9231,30.0142,36679200
2025-11-07,REE,55.9628,55.9628,54.9359,55.283,281800
2025-11-07,POW,12.2684,12.3104,11.8062,11.9323,6818400
2025-11-07,TCB,32.9078,33.2506,32.3202,32.3202,16083600
2025-11-10,CMG,35.3601,35.3601,34.1784,34.2276,771500
2025-11-10,FPT,98.7914,98.7914,93.9104,93.9143,10072600
2025-11-10,GMD,61.6121,61.8065,59.2798,59.2798,2649000
2025-11-10,HCM,21.4873,22.4707,21.4381,21.8807,10428200
2025-11-10,HPG,23.3887,23.8797,23.2995,23.6129,48017900
2025-11-10,HSG,12.844,13.1901,12.844,12.961,2592700
2025-11-10,MWG,76.3,79.3,76.3,76.8,7274200
2025-11-10,NLG,37.15,37.15,35.8,36.5,1598000
2025-11-10,MSN,77.1,78.3,76.0,76.0,5025900
2025-11-10,POW,11.8468,12.0989,11.7628,11.8482,4369800
2025-11-10,PNJ,57.7763,58.6346,57.4461,57.4461,229700
2025-11-10,VNM,57.7,57.9,57.0,57.0,2675800
2025-11-10,VHM,90.2,92.0,86.9,86.9,6349200
2025-11-10,VCB,59.4,59.7,58.8,58.8,2316500
2025-11-10,VSC,20.3,21.25,20.05,20.55,10535300
2025-11-10,SSI,30.0109,31.7414,29.8287,30.6062,33031200
2025-11-10,REE,54.8504,55.4494,54.337,54.3416,163500
2025-11-10,TCB,32.614,32.9078,32.2712,32.712,8793300
2025-11-11,MSN,76.5,78.9,76.4,78.2,7667500
2025-11-11,CMG,34.2731,34.5913,34.0913,34.1822,399900
2025-11-11,FPT,94.4962,95.57,93.8128,93.8167,6624200
2025-11-11,GMD,59.2798,60.2516,57.8221,59.2798,1523700
2025-11-11,HCM,22.0773,22.3724,21.9298,22.1757,6673900
2025-11-11,HPG,23.7458,24.0136,23.6119,23.7468,31332100
2025-11-11,HSG,12.9995,13.1533,12.8072,12.9995,2837500
2025-11-11,MWG,77.5,79.1,77.5,78.0,5881500
2025-11-11,VHM,86.9,91.4,86.9,90.0,8465600
2025-11-11,PNJ,57.8335,58.8238,57.3714,58.8327,398000
2025-11-11,POW,11.8888,12.0149,11.7628,11.8062,3352400
2025-11-11,REE,54.4225,55.0215,54.337,54.6839,105100
2025-11-11,SSI,31.0617,31.836,30.6973,31.7449,30203900
2025-11-11,TCB,32.7576,33.2962,32.6597,32.9568,11239700
2025-11-11,VCB,59.1,59.6,58.8,58.9,2540900
2025-11-11,VNM,57.0,59.0,57.0,58.9,5152700
2025-11-11,NLG,36.5,36.75,35.55,36.35,1639800
2025-11-11,VSC,20.95,21.0,19.95,20.15,8809000
2025-11-12,HSG,13.1516,13.267,13.0362,13.1533,3797300
2025-11-12,HPG,23.7905,24.1922,23.7905,24.1039,30662900
2025-11-12,HCM,22.3209,22.5667,22.1734,22.4215,8347100
2025-11-12,CMG,34.4094,35.0004,34.3185,35.0004,254000
2025-11-12,FPT,94.2033,98.2057,94.2033,98.2098,6635300
2025-11-12,MSN,78.5,79.5,78.3,79.2,5010800
2025-11-12,GMD,59.7657,61.2234,59.6685,60.2516,1117300
2025-11-12,MWG,78.0,80.5,77.9,80.5,5083400
2025-11-12,VHM,90.1,95.0,90.1,94.0,4720500
2025-11-12,PNJ,58.8238,59.2199,58.2296,59.0308,158600
2025-11-12,NLG,36.2,37.1,36.2,36.8,1259500
2025-11-12,VNM,58.8,60.0,58.5,59.8,5161900
2025-11-12,VCB,59.1,59.7,59.0,59.5,2012700
2025-11-12,VSC,20.7,21.55,20.5,21.55,13336400
2025-11-12,SSI,31.9726,32.6558,31.6993,32.337,34965500
2025-11-12,REE,55.1071,55.1927,54.5081,55.1974,120300
2025-11-12,TCB,33.0058,34.279,32.9078,34.279,12025800
2025-11-12,POW,11.8482,11.9743,11.8062,11.9743,4910800
2025-11-13,CMG,34.9965,35.2692,34.4966,35.0458,437200
2025-11-13,FPT,98.2057,98.3033,96.3509,96.5501,4757400
2025-11-13,GMD,60.3488,62.098,60.3488,61.2234,1573100
2025-11-13,HCM,22.4215,22.5199,22.1757,22.3232,7462900
2025-11-13,HPG,24.1029,24.1475,23.7012,23.7021,18927500
2025-11-13,HSG,13.2302,13.2302,12.9995,13.1149,2435500
2025-11-13,MWG,80.1,80.5,79.5,80.1,3798700
2025-11-13,MSN,79.3,79.7,78.9,79.0,4590600
2025-11-13,POW,12.0149,12.477,11.9729,12.3524,12099700
2025-11-13,PNJ,58.8988,60.2854,58.7007,59.6251,528400
2025-11-13,VSC,22.25,22.75,21.7,22.0,14528500
2025-11-13,VNM,59.8,62.0,59.7,61.8,9741800
2025-11-13,VHM,94.5,94.9,91.6,93.3,4292000
2025-11-13,NLG,36.8,37.25,36.5,36.5,1421500
2025-11-13,TCB,33.9327,34.7652,33.8838,34.3769,12530800
2025-11-13,SSI,32.3825,32.3825,31.6993,31.836,21313000
2025-11-13,REE,55.6205,56.8185,55.2782,56.3099,459100
2025-11-13,VCB,59.5,60.0,59.2,59.8,2113500
2025-11-14,CMG,34.9056,35.042,34.542,34.6367,466000
2025-11-14,FPT,96.5462,98.4986,95.8628,97.624,4699900
2025-11-14,GMD,61.2234,61.3206,60.3488,60.7375,766900
2025-11-14,HCM,22.1734,22.5176,22.1243,22.2248,7118900
2025-11-14,HPG,23.6566,24.0583,23.6566,24.0146,22112200
2025-11-14,HSG,13.0764,13.2302,13.0379,13.1149,3143400
2025-11-14,MSN,78.6,79.3,77.6,78.0,5137900
2025-11-14,MWG,79.2,82.0,79.2,81.4,3951700
2025-11-14,NLG,36.15,37.55,36.15,37.2,1883900
2025-11-14,POW,12.3104,12.6465,12.3104,12.5205,9687100
2025-11-14,VSC,21.9,22.65,21.8,22.25,10927200
2025-11-14,VNM,61.7,63.3,61.6,62.8,10146900
2025-11-14,VHM,93.0,93.9,90.5,93.9,3280400
2025-11-14,PNJ,59.493,59.7572,58.8988,59.427,220700
2025-11-14,TCB,34.0796,34.6183,33.9817,34.3769,5603100
2025-11-14,SSI,31.6993,32.2003,31.5171,31.836,19630000
2025-11-14,REE,56.3051,56.8185,56.2195,56.8234,353300
2025-11-14,VCB,59.8,60.4,59.4,60.0,2069600
2025-11-17,MSN,78.8,80.0,78.3,79.7,5528700
2025-11-17,CMG,34.7276,35.2731,34.7276,35.0913,349900
2025-11-17,FPT,98.2057,99.3772,98.2057,98.6002,5585100
2025-11-17,GMD,60.7375,62.1952,60.7375,61.8065,613100
2025-11-17,HCM,22.2717,22.6651,22.2717,22.569,8864600
2025-11-17,HPG,24.1475,24.4153,24.1475,24.3717,32158300
2025-11-17,HSG,13.1516,13.4208,13.1132,13.2302,3446800
2025-11-17,MWG,81.2,82.4,81.2,82.4,4514700
2025-11-17,NLG,37.4,38.1,37.2,37.9,2754500
2025-11-17,PNJ,59.418,60.0122,59.2199,59.2949,276300
2025-11-17,VNM,62.9,63.3,61.8,62.1,4198400
2025-11-17,VHM,94.0,96.3,94.0,95.0,4096000
2025-11-17,VCB,60.0,60.4,59.9,60.2,1585600
2025-11-17,VSC,22.55,23.0,22.1,22.75,8599600
2025-11-17,SSI,31.8815,32.2914,31.7449,32.2459,15953500
2025-11-17,REE,57.1608,57.1608,56.3906,56.7378,211600
2025-11-17,POW,12.6465,12.9406,12.5205,12.8566,10595800
2025-11-17,TCB,34.3734,34.5203,33.9817,34.4259,9499500
2025-11-18,MSN,79.8,80.3,78.5,79.0,4594500
2025-11-18,CMG,35.0874,35.3147,34.9511,35.1367,418100
2025-11-18,FPT,98.5962,98.6938,96.4486,97.624,6500100
2025-11-18,GMD,61.6121,62.6811,61.3206,61.7093,1082300
2025-11-18,HCM,22.6159,22.9601,22.4684,22.569,11213500
2025-11-18,HPG,24.3261,24.6385,24.2368,24.5502,35028300
2025-11-18,HSG,13.2302,13.461,13.2302,13.3072,4056700
2025-11-18,MWG,82.5,83.2,81.9,83.0,4417900
2025-11-18,VSC,22.75,23.65,22.7,23.05,14232800
2025-11-18,PNJ,59.352,59.6161,58.7578,59.0308,271500
2025-11-18,POW,12.771,12.8551,12.561,12.6885,6155000
2025-11-18,REE,56.4762,57.7598,56.3051,57.6791,693800
2025-11-18,SSI,32.2914,32.7469,32.0637,32.3825,25611500
2025-11-18,TCB,34.4749,34.6218,34.23,34.6218,8594800
2025-11-18,VCB,60.4,60.4,59.8,59.9,2158800
2025-11-18,VHM,95.7,97.0,94.0,97.0,3666000
2025-11-18,VNM,62.0,62.3,60.5,60.7,5559900
2025-11-18,NLG,37.9,38.0,37.15,37.5,2009200
2025-11-19,HSG,13.3456,13.6533,13.1533,13.3072,7853200
2025-11-19,HPG,24.5493,25.308,24.5046,24.6395,56320700
2025-11-19,HCM,22.4192,22.5667,22.1243,22.274,8048400
2025-11-19,MSN,79.0,79.6,78.5,78.8,3470500
2025-11-19,FPT,97.1319,97.1319,95.6676,95.6715,5169300
2025-11-19,CMG,35.1367,35.1367,34.6367,34.9549,435800
2025-11-19,GMD,61.8065,62.1952,60.9319,61.4178,906500
2025-11-19,MWG,83.0,83.2,81.6,82.4,6064700
2025-11-19,VSC,23.2,23.3,22.05,22.4,9620500
2025-11-19,PNJ,59.0308,59.1629,58.8327,58.9648,153600
2025-11-19,VNM,60.7,61.9,60.5,60.9,4458500
2025-11-19,VHM,96.9,96.9,95.3,96.9,3741200
2025-11-19,VCB,59.9,60.1,59.3,59.4,2896200
2025-11-19,NLG,37.75,37.75,36.0,36.3,3329800
2025-11-19,SSI,32.2459,32.2914,31.2894,31.5627,23268600
2025-11-19,REE,57.6742,58.7866,57.5886,58.1926,1117000
2025-11-19,POW,12.6465,12.7305,12.4785,12.5205,4885800
2025-11-19,TCB,34.6672,34.6672,34.0307,34.0831,6830700
2025-11-20,MWG,82.3,82.3,80.8,81.0,5080700
2025-11-20,FPT,96.2533,97.3271,95.7652,96.6478,4593100
2025-11-20,GMD,61.4178,61.4178,60.7375,60.8347,756600
2025-11-20,HCM,22.2717,22.4684,22.1243,22.274,4931200
2025-11-20,HPG,24.7278,24.8171,24.2368,24.3271,23049300
2025-11-20,HSG,13.4208,13.4208,13.1132,13.1533,2085400
2025-11-20,MSN,78.9,79.1,78.5,78.5,3398600
2025-11-20,CMG,35.0458,35.0458,34.6822,34.7731,202100
